"Timestamp","Email ID","Branch of Visit","Date of Visit","Time of Visit","Gender","Age Group","How often do you visit our store?","Which of the following categories do you usually shop for?","How satisfied are you with the overall cleanliness of our store?","How would you rate the availability of products you need?","How satisfied are you with the behaviour of our staff?","How would you rate the prices of our products compared to other stores?","Have you used our online shopping platform?","Would you recommend our store to others?","How would you rate our store's return policy?","How satisfied are you with the variety of products available?","How likely are you to visit our store again?","",""
"2024/08/06 6:06:43 AM GMT+5:30","hlam@example.com","Pune","2023-04-26","08:02 PM","Male","25-34","Weekly","Clothing;Electronics;Home & Kitchen","5","5","1","5","Yes","Yes","5","1","5","",""
"2024/08/06 6:07:10 AM GMT+5:30","qflores@example.net","Delhi","2023-01-14","09:08 AM","Female","25-34","Weekly","Clothing;Electronics;Hygiene & Sanitation","2","3","4","3","Yes","No","4","5","3","",""
"2024/08/06 6:07:35 AM GMT+5:30","amyshepherd@example.net","Hyderabad","2023-02-03","06:41 PM","Male","65 and above","Daily","Groceries;Hygiene & Sanitation","4","3","4","1","Yes","No","1","1","1","",""
"2024/08/06 6:08:00 AM GMT+5:30","sara37@example.com","Trivandrum","2023-04-27","01:14 PM","Male","35-44","Bi-weekly","Electronics;Home & Kitchen;Hygiene & Sanitation;Stationery","3","4","1","5","Yes","No","5","4","4","",""
"2024/08/06 6:08:24 AM GMT+5:30","wilsonscott@example.com","Kanpur","2023-12-11","05:47 PM","Female","25-34","Monthly","Hygiene & Sanitation","5","1","1","4","No","Yes","5","3","5","",""
"2024/08/06 6:08:49 AM GMT+5:30","scottschmidt@example.net","Kolkata","2023-02-18","02:27 PM","Male","18-24","Daily","Hygiene & Sanitation;Toys & Games;Stationery","3","5","2","1","No","Yes","2","2","1","",""
"2024/08/06 6:09:15 AM GMT+5:30","michael80@example.org","Ahmedabad","2023-09-21","03:48 PM","Female","65 and above","Weekly","Groceries;Clothing;Electronics;Hygiene & Sanitation;Toys & Games;Stationery","2","2","4","4","No","No","2","1","3","",""
"2024/08/06 6:09:42 AM GMT+5:30","lindabraun@example.com","Mumbai","2023-05-18","06:07 PM","Female","Under 18","Occasioanlly","Toys & Games","4","4","4","2","Yes","Yes","1","2","5","",""
"2024/08/06 6:10:09 AM GMT+5:30","aaronpittman@example.com","Trivandrum","2023-10-13","07:18 PM","Male","45-54","Monthly","Groceries;Clothing;Home & Kitchen;Hygiene & Sanitation;Toys & Games","4","2","1","3","No","No","4","2","2","",""
"2024/08/06 6:10:33 AM GMT+5:30","adamschristopher@example.org","Trivandrum","2023-08-20","06:09 PM","Female","45-54","Monthly","Clothing;Hygiene & Sanitation;Stationery","5","5","2","4","Yes","Yes","1","5","1","",""
"2024/08/06 6:10:57 AM GMT+5:30","dawnkemp@example.com","Hyderabad","2023-08-11","05:54 PM","Male","45-54","Bi-weekly","Electronics","1","2","2","5","No","No","5","1","3","",""
"2024/08/06 6:11:23 AM GMT+5:30","francis09@example.net","Mumbai","2023-07-14","06:34 PM","Female","35-44","Bi-weekly","Clothing;Electronics;Toys & Games;Stationery","3","1","1","1","Yes","No","1","5","5","",""
"2024/08/06 6:11:50 AM GMT+5:30","krobles@example.com","Delhi","2023-06-17","02:36 PM","Female","35-44","Daily","Groceries;Clothing;Home & Kitchen;Toys & Games","3","4","1","5","No","Yes","1","4","4","",""
"2024/08/06 6:12:17 AM GMT+5:30","nancy58@example.org","Kolkata","2023-01-09","09:35 AM","Male","55-64","Bi-weekly","Groceries;Hygiene & Sanitation;Stationery","5","2","5","3","No","Yes","1","4","3","",""
"2024/08/06 6:12:46 AM GMT+5:30","raymondspencer@example.org","Kolkata","2023-05-12","08:21 PM","Male","55-64","Bi-weekly","Groceries;Toys & Games;Stationery","4","4","3","1","Yes","Yes","3","3","5","",""
"2024/08/06 6:13:09 AM GMT+5:30","robinsondanny@example.org","Bangalore","2023-01-05","06:45 PM","Male","35-44","Occasioanlly","Hygiene & Sanitation","5","2","4","2","No","No","5","2","2","",""
"2024/08/06 6:13:38 AM GMT+5:30","hgutierrez@example.net","Dehradun","2023-06-09","04:12 PM","Female","65 and above","Bi-weekly","Electronics;Home & Kitchen;Hygiene & Sanitation","3","5","5","1","Yes","No","3","5","2","",""
"2024/08/06 6:14:06 AM GMT+5:30","stacymiller@example.net","Pune","2023-04-16","08:55 AM","Male","65 and above","Daily","Groceries;Clothing;Electronics;Home & Kitchen;Hygiene & Sanitation","3","2","1","2","Yes","Yes","2","5","4","",""
"2024/08/06 6:14:32 AM GMT+5:30","ujoseph@example.org","Trivandrum","2023-11-24","07:51 PM","Female","25-34","Daily","Electronics;Home & Kitchen;Hygiene & Sanitation;Stationery","1","4","3","5","Yes","No","4","2","4","",""
"2024/08/06 6:14:57 AM GMT+5:30","christinezhang@example.com","Chennai","2023-01-05","08:56 PM","Female","45-54","Occasioanlly","Home & Kitchen;Hygiene & Sanitation","2","1","1","2","No","Yes","1","5","2","",""
"2024/08/06 6:15:21 AM GMT+5:30","vjenkins@example.com","Delhi","2023-02-03","03:09 PM","Male","25-34","Monthly","Groceries","3","2","2","4","No","Yes","1","3","5","",""
"2024/08/06 6:15:45 AM GMT+5:30","jose60@example.com","Trivandrum","2023-06-23","09:03 AM","Female","18-24","Occasioanlly","Clothing","3","2","2","4","Yes","No","5","1","4","",""
"2024/08/06 6:16:09 AM GMT+5:30","bbryant@example.net","Bangalore","2023-06-23","05:36 PM","Male","35-44","Occasioanlly","Groceries;Home & Kitchen;Hygiene & Sanitation","5","5","2","4","Yes","No","2","2","3","",""
"2024/08/06 6:16:39 AM GMT+5:30","llee@example.net","Trivandrum","2023-11-04","03:20 PM","Male","Under 18","Monthly","Hygiene & Sanitation;Stationery","2","4","5","1","Yes","Yes","1","3","2","",""
"2024/08/06 6:17:03 AM GMT+5:30","morganmark@example.org","Pune","2023-08-11","10:27 AM","Male","35-44","Weekly","Groceries;Clothing;Stationery","2","5","4","4","No","Yes","5","2","4","",""
"2024/08/06 6:17:32 AM GMT+5:30","james95@example.com","Dehradun","2023-07-01","06:11 PM","Female","25-34","Monthly","Clothing;Home & Kitchen;Hygiene & Sanitation","4","2","5","4","No","No","3","2","1","",""
"2024/08/06 6:17:59 AM GMT+5:30","kjohnson@example.org","Kanpur","2023-03-13","07:10 PM","Male","18-24","Bi-weekly","Groceries;Clothing;Hygiene & Sanitation;Toys & Games;Stationery","4","1","3","3","No","Yes","4","3","2","",""
"2024/08/06 6:18:26 AM GMT+5:30","alyssascott@example.com","Bangalore","2023-08-14","12:47 PM","Male","55-64","Daily","Electronics","3","4","2","5","Yes","Yes","2","2","1","",""
"2024/08/06 6:18:50 AM GMT+5:30","melvinflores@example.net","Kolkata","2023-07-10","01:17 PM","Female","65 and above","Bi-weekly","Hygiene & Sanitation","2","1","1","2","Yes","Yes","5","5","2","",""
"2024/08/06 6:19:16 AM GMT+5:30","sgregory@example.com","Pune","2023-10-09","10:29 AM","Female","35-44","Weekly","Clothing;Electronics;Hygiene & Sanitation;Toys & Games","1","2","1","5","No","No","4","1","1","",""
"2024/08/06 6:19:42 AM GMT+5:30","benjamin65@example.com","Surat","2023-01-04","05:46 PM","Male","Under 18","Daily","","3","1","3","2","Yes","No","4","2","3","",""
"2024/08/06 6:20:12 AM GMT+5:30","justin90@example.com","Jaipur","2023-12-14","10:02 AM","Female","25-34","Occasioanlly","Groceries;Hygiene & Sanitation","1","3","4","3","No","Yes","3","3","4","",""
"2024/08/06 6:20:39 AM GMT+5:30","marcholmes@example.net","Surat","2023-01-30","06:32 PM","Female","45-54","Daily","Hygiene & Sanitation;Toys & Games;Stationery","5","2","4","4","No","No","1","3","5","",""
"2024/08/06 6:21:04 AM GMT+5:30","billyshepherd@example.com","Ludhiana","2023-01-05","11:18 AM","Female","Under 18","Monthly","Electronics;Hygiene & Sanitation","5","2","5","4","No","No","5","3","1","",""
"2024/08/06 6:21:34 AM GMT+5:30","pattersonanthony@example.net","Mumbai","2023-02-26","11:53 AM","Female","55-64","Weekly","Electronics;Home & Kitchen;Toys & Games;Stationery","5","2","4","1","Yes","Yes","3","4","4","",""
"2024/08/06 6:22:02 AM GMT+5:30","beckersara@example.net","Kanpur","2023-11-06","08:46 PM","Male","45-54","Daily","Electronics;Home & Kitchen;Toys & Games","3","5","2","5","No","No","5","2","4","",""
"2024/08/06 6:22:28 AM GMT+5:30","davissamuel@example.net","Chennai","2023-02-03","04:50 PM","Female","45-54","Bi-weekly","Clothing;Stationery","5","5","1","3","No","No","3","3","2","",""
"2024/08/06 6:22:55 AM GMT+5:30","lopezkatherine@example.com","Ludhiana","2023-03-20","04:11 PM","Female","35-44","Daily","Clothing;Electronics;Home & Kitchen;Hygiene & Sanitation;Stationery","2","2","2","4","No","Yes","2","5","3","",""
"2024/08/06 6:23:19 AM GMT+5:30","dianebarnes@example.org","Ahmedabad","2023-05-06","03:01 PM","Male","35-44","Occasioanlly","Electronics;Hygiene & Sanitation;Toys & Games","1","3","3","1","No","Yes","2","1","3","",""
"2024/08/06 6:23:46 AM GMT+5:30","gentryalexis@example.net","Chennai","2023-07-16","08:54 AM","Female","18-24","Monthly","Home & Kitchen;Toys & Games;Stationery","2","2","4","2","No","No","3","2","2","",""
"2024/08/06 6:24:15 AM GMT+5:30","qshelton@example.org","Pune","2023-07-25","03:49 PM","Male","18-24","Daily","Groceries;Clothing;Home & Kitchen;Hygiene & Sanitation;Toys & Games","5","2","5","2","Yes","Yes","1","2","3","",""
"2024/08/06 6:24:39 AM GMT+5:30","david01@example.net","Hyderabad","2023-05-24","10:08 AM","Male","45-54","Occasioanlly","Groceries;Clothing;Home & Kitchen","5","4","4","1","No","Yes","3","5","2","",""
"2024/08/06 6:25:06 AM GMT+5:30","pricemark@example.com","Lucknow","2023-03-16","12:53 PM","Female","25-34","Bi-weekly","Clothing;Toys & Games;Stationery","4","3","5","1","Yes","Yes","2","1","2","",""
"2024/08/06 6:25:31 AM GMT+5:30","jon64@example.net","Chennai","2023-10-19","08:23 AM","Female","45-54","Monthly","Clothing;Hygiene & Sanitation","3","2","5","3","No","No","4","2","4","",""
"2024/08/06 6:26:01 AM GMT+5:30","josephpotter@example.com","Kanpur","2023-04-20","07:22 PM","Female","18-24","Occasioanlly","Clothing;Electronics;Hygiene & Sanitation;Toys & Games","1","2","3","3","No","No","5","3","2","",""
"2024/08/06 6:26:25 AM GMT+5:30","jason68@example.org","Ludhiana","2023-08-04","10:51 AM","Male","45-54","Monthly","Electronics","3","4","2","3","No","No","5","2","5","",""
"2024/08/06 6:26:50 AM GMT+5:30","tamarawilson@example.net","Bangalore","2023-12-29","10:15 AM","Female","35-44","Weekly","Hygiene & Sanitation;Stationery","4","2","2","2","No","Yes","3","1","3","",""
"2024/08/06 6:27:19 AM GMT+5:30","omorgan@example.net","Hyderabad","2023-08-18","08:18 AM","Male","35-44","Bi-weekly","Clothing;Electronics;Home & Kitchen","4","3","3","2","Yes","Yes","2","5","1","",""
"2024/08/06 6:27:43 AM GMT+5:30","bellbrittany@example.com","Jaipur","2023-03-30","08:50 AM","Female","55-64","Occasioanlly","Hygiene & Sanitation","3","1","5","5","No","Yes","4","5","2","",""
"2024/08/06 6:28:13 AM GMT+5:30","hernandezgregory@example.com","Hyderabad","2023-08-22","03:20 PM","Female","Under 18","Occasioanlly","Groceries;Clothing;Electronics;Stationery","4","4","3","4","No","No","1","2","5","",""
"2024/08/06 6:28:41 AM GMT+5:30","aking@example.com","Mumbai","2023-12-29","11:33 AM","Female","35-44","Bi-weekly","Groceries;Home & Kitchen;Toys & Games","1","3","3","3","No","No","2","4","4","",""
"2024/08/06 6:29:06 AM GMT+5:30","ewiley@example.com","Ahmedabad","2023-03-29","09:25 AM","Male","35-44","Daily","Clothing;Toys & Games","1","3","3","3","Yes","Yes","4","4","4","",""
"2024/08/06 6:29:33 AM GMT+5:30","xbrowning@example.net","Lucknow","2023-06-14","11:22 AM","Male","55-64","Daily","Groceries;Clothing;Electronics;Home & Kitchen;Hygiene & Sanitation;Toys & Games;Stationery","1","2","1","3","No","No","2","3","1","",""
"2024/08/06 6:29:57 AM GMT+5:30","kristinaperez@example.org","Pune","2023-03-23","01:46 PM","Male","45-54","Bi-weekly","Groceries","2","3","4","2","No","No","5","1","3","",""
"2024/08/06 6:30:23 AM GMT+5:30","iclark@example.net","Bangalore","2023-11-12","01:15 PM","Male","18-24","Bi-weekly","Groceries;Clothing;Hygiene & Sanitation;Toys & Games","5","5","4","5","Yes","Yes","1","3","1","",""
"2024/08/06 6:30:52 AM GMT+5:30","melissa45@example.org","Chennai","2023-07-11","10:19 AM","Female","55-64","Weekly","Groceries;Clothing;Electronics;Home & Kitchen;Hygiene & Sanitation","5","3","5","5","No","Yes","5","3","3","",""
"2024/08/06 6:31:19 AM GMT+5:30","tonysanchez@example.com","Mumbai","2023-06-29","07:52 PM","Male","25-34","Weekly","Electronics;Toys & Games;Stationery","2","3","2","5","Yes","No","4","3","1","",""
"2024/08/06 6:31:44 AM GMT+5:30","birdsheila@example.com","Trivandrum","2023-01-23","12:54 PM","Female","55-64","Monthly","Groceries;Hygiene & Sanitation","1","3","1","4","No","No","2","1","5","",""
"2024/08/06 6:32:08 AM GMT+5:30","kpotter@example.com","Pune","2023-11-15","02:05 PM","Female","25-34","Bi-weekly","Groceries;Electronics;Stationery","4","3","5","2","Yes","Yes","2","3","3","",""
"2024/08/06 6:32:34 AM GMT+5:30","timothyjackson@example.com","Pune","2023-06-28","07:00 PM","Female","45-54","Weekly","Groceries;Clothing;Electronics;Home & Kitchen","1","3","1","1","No","Yes","2","3","4","",""
"2024/08/06 6:32:58 AM GMT+5:30","sdavenport@example.com","Kolkata","2023-11-02","08:54 AM","Male","45-54","Weekly","Toys & Games","2","2","2","3","Yes","No","5","1","5","",""
"2024/08/06 6:33:25 AM GMT+5:30","jasonpierce@example.com","Trivandrum","2023-03-06","03:01 PM","Female","Under 18","Monthly","Groceries;Clothing;Electronics;Hygiene & Sanitation;Stationery","3","3","2","4","No","Yes","5","1","4","",""
"2024/08/06 6:33:49 AM GMT+5:30","zjackson@example.org","Kolkata","2023-06-18","03:26 PM","Female","55-64","Monthly","Groceries","4","4","2","2","No","No","5","5","4","",""
"2024/08/06 6:34:13 AM GMT+5:30","hebertmisty@example.com","Mumbai","2023-09-21","08:12 AM","Female","25-34","Weekly","Hygiene & Sanitation","5","4","5","3","No","Yes","3","4","2","",""
"2024/08/06 6:34:38 AM GMT+5:30","weaverjesse@example.com","Surat","2023-07-05","09:02 AM","Female","45-54","Monthly","Electronics;Hygiene & Sanitation;Toys & Games;Stationery","2","4","4","1","No","No","2","4","5","",""
"2024/08/06 6:35:03 AM GMT+5:30","david26@example.org","Hyderabad","2023-04-02","01:24 PM","Male","55-64","Daily","Clothing;Electronics;Home & Kitchen;Toys & Games","3","1","3","1","No","No","2","5","4","",""
"2024/08/06 6:35:30 AM GMT+5:30","donnamartin@example.net","Pune","2023-02-02","07:35 PM","Female","25-34","Monthly","Groceries;Clothing;Electronics;Hygiene & Sanitation;Stationery","3","1","2","3","No","No","5","3","1","",""
"2024/08/06 6:35:54 AM GMT+5:30","crichmond@example.net","Chennai","2023-10-03","04:02 PM","Male","55-64","Monthly","Stationery","4","3","1","2","Yes","Yes","4","4","5","",""
"2024/08/06 6:36:20 AM GMT+5:30","amanda28@example.com","Pune","2023-05-30","07:00 PM","Male","25-34","Daily","Clothing;Stationery","5","5","4","5","Yes","Yes","1","1","4","",""
"2024/08/06 6:36:50 AM GMT+5:30","krobinson@example.org","Pune","2023-02-27","02:16 PM","Female","55-64","Weekly","Clothing;Home & Kitchen","2","3","3","5","Yes","No","2","3","4","",""
"2024/08/06 6:37:17 AM GMT+5:30","marisarogers@example.net","Ahmedabad","2023-02-06","06:05 PM","Male","Under 18","Monthly","Groceries;Clothing;Electronics;Home & Kitchen;Hygiene & Sanitation","1","2","4","1","Yes","Yes","4","3","5","",""
"2024/08/06 6:37:42 AM GMT+5:30","kmeyers@example.org","Kanpur","2023-01-11","04:24 PM","Male","65 and above","Occasioanlly","Home & Kitchen;Hygiene & Sanitation","5","2","3","1","Yes","Yes","4","5","2","",""
"2024/08/06 6:38:07 AM GMT+5:30","kevinwebster@example.org","Ahmedabad","2023-05-10","05:41 PM","Male","25-34","Daily","Groceries;Clothing;Electronics;Toys & Games","4","3","5","5","No","Yes","4","2","1","",""
"2024/08/06 6:38:32 AM GMT+5:30","hillangela@example.org","Mumbai","2023-11-08","11:28 AM","Female","Under 18","Weekly","Clothing;Home & Kitchen;Stationery","1","1","3","1","No","Yes","3","5","1","",""
"2024/08/06 6:39:01 AM GMT+5:30","jamesregina@example.com","Bangalore","2023-03-16","02:40 PM","Female","55-64","Bi-weekly","Clothing;Electronics","2","5","1","4","Yes","No","2","5","2","",""
"2024/08/06 6:39:30 AM GMT+5:30","elizabeth40@example.net","Kolkata","2023-12-31","03:35 PM","Female","25-34","Bi-weekly","Groceries;Clothing;Electronics;Home & Kitchen;Toys & Games","1","1","3","4","No","No","5","5","2","",""
"2024/08/06 6:39:58 AM GMT+5:30","yfuentes@example.com","Mumbai","2023-08-08","05:26 PM","Male","35-44","Weekly","Clothing;Toys & Games;Stationery","5","2","5","3","Yes","No","3","2","2","",""
"2024/08/06 6:40:23 AM GMT+5:30","shannonnewman@example.net","Ludhiana","2023-12-02","06:23 PM","Male","35-44","Daily","Groceries;Electronics;Toys & Games;Stationery","1","5","3","3","No","Yes","4","1","2","",""
"2024/08/06 6:40:53 AM GMT+5:30","nathanwashington@example.com","Surat","2023-06-20","07:55 PM","Female","25-34","Monthly","Groceries;Electronics;Home & Kitchen;Stationery","5","4","3","4","No","No","5","3","5","",""
"2024/08/06 6:41:18 AM GMT+5:30","hollyguerrero@example.com","Hyderabad","2023-01-18","02:33 PM","Female","35-44","Bi-weekly","Electronics;Home & Kitchen","5","2","3","1","Yes","No","1","1","3","",""
"2024/08/06 6:41:42 AM GMT+5:30","griffithwilliam@example.com","Delhi","2023-08-30","09:15 AM","Female","25-34","Bi-weekly","Toys & Games","5","5","5","3","No","Yes","4","3","4","",""
"2024/08/06 6:42:07 AM GMT+5:30","estark@example.net","Kolkata","2023-06-06","10:44 AM","Female","45-54","Daily","Groceries;Home & Kitchen;Toys & Games;Stationery","3","4","1","4","Yes","No","2","4","3","",""
"2024/08/06 6:42:32 AM GMT+5:30","ehays@example.org","Surat","2023-06-11","08:39 AM","Female","55-64","Monthly","Electronics;Toys & Games","5","2","5","5","Yes","No","4","1","2","",""
"2024/08/06 6:42:58 AM GMT+5:30","kpearson@example.com","Hyderabad","2023-06-19","08:29 PM","Male","Under 18","Monthly","Groceries;Home & Kitchen;Hygiene & Sanitation;Toys & Games","5","3","1","5","No","No","2","5","1","",""
"2024/08/06 6:43:23 AM GMT+5:30","ramoscolleen@example.org","Jaipur","2023-05-23","02:22 PM","Male","Under 18","Daily","Groceries;Clothing;Home & Kitchen;Stationery","3","3","5","5","Yes","Yes","1","5","1","",""
"2024/08/06 6:43:52 AM GMT+5:30","geraldmorales@example.net","Mumbai","2023-09-04","01:58 PM","Female","65 and above","Bi-weekly","Groceries;Hygiene & Sanitation;Toys & Games","1","2","2","5","Yes","Yes","5","3","1","",""
"2024/08/06 6:44:15 AM GMT+5:30","gfowler@example.com","Delhi","2023-10-10","07:01 PM","Male","65 and above","Bi-weekly","Hygiene & Sanitation","3","5","1","1","No","No","1","5","5","",""
"2024/08/06 6:44:41 AM GMT+5:30","wilsonmary@example.com","Hyderabad","2023-09-19","07:17 PM","Female","35-44","Weekly","Clothing;Stationery","2","3","2","5","Yes","No","2","2","5","",""
"2024/08/06 6:45:11 AM GMT+5:30","randall97@example.com","Delhi","2023-04-21","07:09 PM","Male","25-34","Weekly","Toys & Games;Stationery","4","5","1","4","Yes","Yes","1","2","2","",""
"2024/08/06 6:45:35 AM GMT+5:30","oreyes@example.com","Ludhiana","2023-09-15","01:15 PM","Female","65 and above","Daily","Stationery","4","3","2","1","No","Yes","1","4","5","",""
"2024/08/06 6:46:00 AM GMT+5:30","bryanwebster@example.org","Lucknow","2023-06-27","11:51 AM","Female","25-34","Monthly","Groceries;Clothing","1","3","1","3","No","Yes","2","3","5","",""
"2024/08/06 6:46:27 AM GMT+5:30","shannon41@example.com","Lucknow","2023-12-14","04:24 PM","Male","35-44","Weekly","Groceries;Clothing;Electronics;Home & Kitchen","1","2","2","3","Yes","Yes","1","1","4","",""
"2024/08/06 6:46:55 AM GMT+5:30","denise89@example.org","Jaipur","2023-09-22","06:33 PM","Female","65 and above","Bi-weekly","Groceries;Clothing;Home & Kitchen;Toys & Games;Stationery","2","3","2","2","No","Yes","3","1","1","",""
"2024/08/06 6:47:22 AM GMT+5:30","fcampbell@example.net","Pune","2023-11-16","03:40 PM","Male","45-54","Monthly","Clothing;Hygiene & Sanitation;Stationery","3","4","1","3","No","Yes","2","2","2","",""
"2024/08/06 6:47:48 AM GMT+5:30","tkerr@example.net","Jaipur","2023-06-04","02:50 PM","Female","Under 18","Occasioanlly","Groceries;Clothing","5","1","3","5","Yes","No","4","3","1","",""
